Destination,District,Timespan,Review
Rangala natural pool,Matale,5 years ago,beautiful place
Rangala natural pool,Matale,a year ago,place visit
Rangala natural pool,Matale,4 years ago,great location
Rangala natural pool,Matale,4 years ago,awesome safe
Rangala natural pool,Matale,11 months ago,nice place friends
Rangala natural pool,Matale,5 years ago,good
Rangala natural pool,Matale,2 years ago,location
Rangala natural pool,Matale,4 years ago,cool water
Rangala natural pool,Matale,2 years ago,love
Rangala natural pool,Matale,2 years ago,place
Rangala natural pool,Matale,4 years ago,natural experience
Rangala natural pool,Matale,4 years ago,nature
Rangala natural pool,Matale,2 years ago,nice place visit
Rangala natural pool,Matale,2 years ago,recommended relaxation
Rangala natural pool,Matale,2 years ago,place
Rangala natural pool,Matale,3 years ago,superb place relax
Rangala natural pool,Matale,2 years ago,perfect place travel
Rangala natural pool,Matale,a year ago,love place
Rangala natural pool,Matale,5 years ago,nice place
Rangala natural pool,Matale,5 years ago,nice clean place
Rangala natural pool,Matale,a year ago,awesome
Rangala natural pool,Matale,3 years ago,love car
Rangala natural pool,Matale,a year ago,good place
Rangala natural pool,Matale,3 years ago,natural pool
Rangala natural pool,Matale,6 years ago,good bath
Rangala natural pool,Matale,2 years ago,really
Rangala natural pool,Matale,4 years ago,love bath
Rangala natural pool,Matale,2 years ago,super cool place
Rangala natural pool,Matale,4 years ago,oh
Rangala natural pool,Matale,4 years ago,nice
Rangala natural pool,Matale,a year ago,superb place
Rangala natural pool,Matale,5 years ago,best
Rangala natural pool,Matale,4 years ago,wow
Rangala natural pool,Matale,2 years ago,wood beautiful
Rangala natural pool,Matale,3 years ago,super
Rangala natural pool,Matale,4 years ago,dangerous swim
Rangala natural pool,Matale,a year ago,beautiful place
Rangala natural pool,Matale,2 years ago,beauty nature
Rangala natural pool,Matale,3 years ago,masterpiece nature
Rangala natural pool,Matale,3 years ago,lovely place
Rangala natural pool,Matale,4 years ago,awesome
Rangala natural pool,Matale,a year ago,cool place
Rangala natural pool,Matale,4 years ago,simply wow
Rangala natural pool,Matale,2 years ago,place
Rangala natural pool,Matale,3 years ago,awesome place
Rangala natural pool,Matale,2 years ago,natural
Rangala natural pool,Matale,5 years ago,lovely
Rangala natural pool,Matale,2 years ago,good place
Rangala natural pool,Matale,3 years ago,hill country
Rangala natural pool,Matale,5 years ago,great place
Rangala natural pool,Matale,3 years ago,best place
Rangala natural pool,Matale,4 years ago,place
Rangala natural pool,Matale,5 years ago,nice place visit
Rangala natural pool,Matale,5 years ago,good place
Rangala natural pool,Matale,5 years ago,attractive
Rangala natural pool,Matale,9 months ago,nice place
Rangala natural pool,Matale,2 years ago,cool place
Rangala natural pool,Matale,4 years ago,beautiful place
Rangala natural pool,Matale,6 years ago,nice
Rangala natural pool,Matale,19 hours ago,natural pool beautiful natural pool situated central province sri lanka situated approximately although natural pool looks inviting crystal
Rangala natural pool,Matale,a week ago,say place known natural pool earlier called information confirmed us kill place
Rangala natural pool,Matale,2 years ago,take safe bath beautiful pool area pool doesn't pollute surroundings travel long way city place natural value visit lifetime
Rangala natural pool,Matale,a year ago,located beautiful iguana area road candy
Rangala natural pool,Matale,5 years ago,natural pool beautiful place located candy district natural pool formed natural network current although beautiful pool something hidden beauty pool
Rangala natural pool,Matale,8 months ago,pond south feet deep said several people going swimming  deep part
Rangala natural pool,Matale,2 years ago,hey perfect place take bath little far candy road like road good
Rangala natural pool,Matale,2 years ago,attractive place main pool feet deep water colder expect good swimmer approach friends police officers frequently visit order catch illegal drugs drinks
Rangala natural pool,Matale,2 years ago,approximately candy town going iguana road board turn going far road another road turn nowhere ask
Rangala natural pool,Matale,3 years ago,beautiful natural pool
Rangala natural pool,Matale,4 years ago,natural pool
Rangala natural pool,Matale,a year ago,beauty also place suitable travelers suitable bathing rainy season
Rangala natural pool,Matale,5 years ago,place beautiful natural pond located candy district candy turn left road  get located across small stream flowing middle small called
Rangala natural pool,Matale,6 years ago,beautiful place
Rangala natural pool,Matale,5 years ago,cold nearby go see
Riverston,Matale,2 weeks ago,gateway heaven must visit tourist destination magical landscape climate blue green surrounding makes live magical moment protect natural ego system
Riverston,Matale,a month ago,views top extraordinary access topmost tower quite difficult nothing much see top hill surrounding mountains assess spending hours energy climbing
Riverston,Matale,a month ago,scenic view  top beautiful road diversion good especially small cars good driving skills manage much parking space proper facilities authorities consider entrance ticket
Riverston,Matale,a month ago,one beautiful battle district belongs knuckles mountain weather changes quickly plants adapt cold weather year go less tall
Riverston,Matale,2 months ago,diversion mountain area sri lanka place beautiful climate changing rapidly
Riverston,Matale,3 months ago,never miss place traveling around battle diversion top list beautiful places sri lanka peaceful nature mind blowing relax inner body walking mountain photos doesn't forget see
Riverston,Matale,a month ago,beautiful situated sri lanka many local guilders comes land see place recommendation rainy months year
Riverston,Matale,a month ago,best views sri lanka ready get wet clouds might hit mountain peak experience wear leech hike
Riverston,Matale,a month ago,beautiful location views walk long way elderly people place
Riverston,Matale,4 months ago,diversion one scenic mountain areas situated sri lanka either reach diversion personal vehicle public transport bus turns per day available battle multiple activities
Riverston,Matale,2 months ago,place visit feel nature see beautiful mountain tops
Riverston,Matale,4 months ago,superb experience wind clouds recommend go bit early around least beauty
Riverston,Matale,8 months ago,kinda nice place visit walk calm really trip cold days feel wind fog really chills view point tower nice experience
Riverston,Matale,a week ago,one beautiful battle district
Riverston,Matale,4 months ago,diversion top list beautiful places visit sri lanka located district battle central sri lanka bordering knuckles mountain range also known diversion mountain gap
Riverston,Matale,7 months ago,diversion scenic place sri lanka offers variety natural cultural attractions located battle district near knuckles mountain range fresco world heritage site diversion also known
Riverston,Matale,8 months ago,diversion top list beautiful places visit located district battle central sri lanka bordering knuckles mountain range also known diversion mountain gap
Riverston,Matale,4 months ago,extremely beautiful must visit like nature heyday strong wind cold must winds world
Riverston,Matale,a month ago,beautiful place every must visit
Riverston,Matale,4 days ago,eve best time visit diversion
Riverston,Matale,8 months ago,nice place great climate cool road somewhat difficult high transmission sera worlds end points attractions
Riverston,Matale,8 months ago,great place experience sri lanka walk top car park road diversion tough doesn't go low ground clearance vehicle went using tooth aqua
Riverston,Matale,2 weeks ago,destination sri lanka climate changed within short time
Riverston,Matale,10 months ago,diversion another peak knuckles mountain range situated battle central province sri lanka diversion peak elevation meters diversion famous mountain hiking although much known among
Riverston,Matale,a year ago,beautiful mountain range walk two cases leeches legs climb mountain caution
Riverston,Matale,3 months ago,super cool super windy beautiful nature
Riverston,Matale,8 months ago,road condition bad authority take safe smooth kind vehicle place visit
Riverston,Matale,2 weeks ago,diversion area belongs battle district one favorite hiking spots many hikers also part knuckles mountain range known world heritage site diversion located
Riverston,Matale,a year ago,could feel breeze ideal view knuckles range never skip place plan hiking camping
Riverston,Matale,a year ago,nice experience walk uphill short walk steps climb top place actually possible go inside transmission center best experience sends strong wind
Riverston,Matale,2 years ago,remote area view top accessed small hike last part hike difficult physically weak prepared climb early morning best view responsible keep plastic away pristine natural getaway
Riverston,Matale,a year ago,diversion top list beautiful places visit sri lanka located district battle central sri lanka bordering knuckles mountain range also known diversion mountain gap
Riverston,Matale,5 years ago,nice view need walk distance reach top nice atmosphere nice view top see areas knuckles mountain range east plains sri lanka better place rainy days vehicle parking available road side one scenic locations visited
Riverston,Matale,5 years ago,seriously place road properly maintain difficult drive cars planning cover hole area within day go early
Riverston,Matale,4 years ago,absolutely nice place  take shoot august best time hiking lifetime anyone must go time good experience
Riverston,Matale,4 years ago,peak knuckles mountain range beautiful nature reserve sadly noticed many visitors throwing garbage alongside walkways collected much could return moreover noticed
Riverston,Matale,5 years ago,creation nature located battle area world heritage full varieties animal plant climes cool shine also attractive views
